,Hunger,Potter,Twilight
4046,False,True,False
4047,False,False,True
4048,True,True,False
4049,False,True,False
4050,False,True,False
4051,False,True,True
4052,True,True,False
4053,False,True,False
4054,False,True,True
4055,True,True,False
4056,True,True,False
4057,True,False,False
4058,True,True,False
4059,True,True,False
4060,False,False,False
4061,True,True,False
4062,True,False,False
4063,False,True,False
4064,False,True,False
4065,False,True,False
4066,True,True,False
4067,False,False,True
4068,True,False,False
4069,False,True,False
4070,True,False,False
4071,True,False,False
4072,False,False,False
4073,True,False,False
4074,True,False,False
4075,True,True,True
4076,True,False,True
4077,True,True,False
4078,False,False,True
4079,True,False,False
4080,True,False,False
4081,False,True,False
4082,True,False,False
4083,False,False,False
4084,True,True,True
4085,True,False,False
4086,False,True,True
4087,True,False,True
4088,True,False,False
4089,False,True,False
4090,False,True,True
4091,False,True,False
4092,False,False,False
4093,False,False,False
4094,True,False,False
4095,True,True,True
4096,True,True,False
4097,True,True,True
4098,False,True,False
4099,True,True,False
4100,True,False,False
4101,True,True,False
4102,False,False,False
4103,False,True,False
4104,False,True,False
4105,True,True,False
4106,False,False,True
4107,True,False,False
4108,True,True,False
4109,True,False,True
4110,True,False,False
4111,False,False,False
4112,True,True,True
4113,True,True,False
4114,False,True,False
4115,True,True,False
4116,True,True,False
4117,False,False,False
4118,True,True,True
4119,False,False,False
4120,True,True,True
4121,True,True,False
4122,True,True,True
4123,True,True,False
4124,False,False,False
4125,True,True,False
4126,True,False,False
4127,False,True,True
4128,False,True,False
4129,True,True,True
4130,False,False,False
4131,False,False,False
4132,False,True,False
4133,False,True,False
4134,False,True,False
4135,True,True,False
4136,False,True,True
4137,True,False,False
4138,True,False,False
4139,True,True,False
4140,False,False,False
4141,False,True,False
4142,False,False,False
4143,True,True,False
4144,True,True,False
4145,True,False,True
4146,False,True,True
4147,True,True,False
4148,True,False,False
4149,True,False,False
4150,True,True,False
4151,False,False,False
4152,True,False,False
4153,True,True,False
4154,False,True,False
4155,True,False,False
4156,False,True,False
4157,True,True,False
4158,True,True,True
4159,True,True,False
4160,True,False,False
4161,False,False,False
4162,True,True,True
4163,True,False,False
4164,False,True,False
4165,True,False,False
4166,True,True,False
4167,True,True,False
4168,False,False,True
4169,True,True,False
4170,False,True,True
4171,True,False,False
4172,False,True,False
4173,False,True,False
4174,False,False,False
4175,True,False,False
4176,False,True,False
4177,False,True,False
4178,True,False,False
4179,True,False,False
4180,True,True,False
4181,False,False,False
4182,True,True,False
4183,True,False,False
4184,False,True,True
4185,False,True,True
4186,True,False,False
4187,True,False,False
4188,True,False,True
4189,True,True,True
4190,True,False,True
4191,True,False,False
4192,False,True,True
4193,False,True,False
4194,True,False,False
4195,False,False,True
4196,False,True,True
4197,True,False,False
4198,True,True,True
4199,True,False,False
4200,False,True,True
4201,True,True,False
4202,False,True,False
4203,True,False,False
4204,False,True,False
4205,False,False,False
4206,True,True,False
4207,False,True,False
4208,True,False,False
4209,True,False,False
4210,False,False,False
4211,True,False,False
4212,True,False,True
4213,True,False,False
4214,True,False,False
4215,True,False,False
4216,True,False,False
4217,True,False,False
4218,True,False,False
4219,False,False,False
4220,False,True,False
4221,True,True,True
4222,False,False,False
4223,True,True,False
4224,True,False,True
4225,True,True,False
4226,True,True,False
4227,True,True,False
4228,True,True,True
4229,True,True,False
4230,True,True,False
4231,False,False,True
4232,True,True,False
4233,True,False,True
4234,True,True,True
4235,False,True,False
4236,False,True,False
4237,True,False,False
4238,False,True,False
4239,True,False,False
4240,True,True,True
4241,True,True,True
4242,False,False,True
4243,True,False,False
4244,False,False,True
4245,True,True,False
4246,True,False,False
4247,False,False,True
4248,False,True,False
4249,True,False,False
4250,False,False,False
4251,False,False,True
4252,False,False,False
4253,False,False,False
4254,True,False,False
4255,False,False,False
4256,True,True,False
4257,True,False,False
4258,False,True,False
4259,False,True,False
4260,True,True,True
4261,False,False,False
4262,False,True,True
4263,True,True,False
4264,True,False,False
4265,True,False,False
4266,False,True,False
4267,True,False,False
4268,True,True,False
4269,True,True,True
4270,False,False,False
4271,False,False,False
4272,True,False,False
4273,True,False,False
4274,False,True,False
4275,False,True,False
4276,False,True,True
4277,False,True,True
4278,True,False,False
4279,False,True,False
4280,True,False,True
4281,True,True,False
4282,False,False,False
4283,True,False,False
4284,True,False,False
4285,False,False,False
4286,False,False,False
4287,True,False,False
4288,False,True,False
4289,True,True,True
4290,False,True,False
4291,False,False,False
4292,False,True,True
4293,False,False,False
4294,True,True,False
4295,False,False,False
4296,False,False,False
4297,True,False,False
4298,False,False,False
4299,False,False,False
4300,False,True,True
4301,False,True,False
4302,False,False,False
4303,False,True,False
4304,True,True,True
4305,False,False,False
4306,True,True,True
4307,False,True,False
4308,False,True,False
4309,False,True,True
4310,False,False,False
4311,False,False,False
4312,False,False,False
4313,True,True,True
4314,True,True,False
4315,False,True,False
4316,False,False,False
4317,True,False,False
4318,False,True,False
4319,True,False,True
4320,False,True,False
4321,True,False,False
4322,False,True,True
4323,False,False,False
4324,True,False,False
4325,True,False,False
4326,False,True,True
4327,False,True,False
4328,True,True,False
4329,False,True,False
4330,False,False,False
4331,True,True,False
4332,False,True,False
4333,True,False,False
4334,False,True,False
4335,False,False,False
4336,True,True,False
4337,True,True,True
4338,False,True,False
4339,True,False,False
4340,True,True,False
4341,False,True,False
4342,False,False,False
4343,False,False,True
4344,True,True,False
4345,False,False,False
4346,False,True,False
4347,False,False,False
4348,True,False,False
4349,False,False,False
4350,True,False,False
4351,True,False,True
4352,True,False,False
4353,False,True,False
4354,False,False,False
4355,False,False,False
4356,True,False,False
4357,False,True,False
4358,False,True,False
4359,False,False,False
4360,False,True,True
4361,False,True,False
4362,True,False,False
4363,False,True,False
4364,False,True,False
4365,False,False,False
4366,True,False,True
4367,True,False,False
4368,False,False,False
4369,False,False,False
4370,False,True,False
4371,True,False,True
4372,True,False,False
4373,False,True,False
4374,True,True,True
4375,True,True,False
4376,True,False,False
4377,False,True,False
4378,False,False,False
4379,True,False,False
4380,True,False,False
4381,False,False,False
4382,False,True,False
4383,False,True,True
4384,True,True,True
4385,True,True,True
4386,True,False,False
4387,False,True,False
4388,True,True,False
4389,True,True,False
4390,False,False,False
4391,True,True,False
4392,False,False,True
4393,True,True,False
4394,False,True,True
4395,False,True,False
4396,False,True,False
4397,False,True,False
4398,True,False,True
4399,False,False,True
4400,False,True,False
4401,False,False,False
4402,True,True,False
4403,True,True,False
4404,False,True,False
4405,True,False,False
4406,True,False,False
4407,True,False,False
4408,False,False,False
4409,True,True,True
4410,False,True,False
4411,True,True,True
4412,True,False,True
4413,True,True,False
4414,False,True,False
4415,True,False,False
4416,True,False,True
4417,True,False,False
4418,False,False,False
4419,False,True,True
4420,True,True,False
4421,True,False,False
4422,True,False,False
4423,False,False,False
4424,False,True,False
4425,True,False,False
4426,True,False,False
4427,True,False,False
4428,False,False,True
4429,True,True,False
4430,False,True,True
4431,False,False,False
4432,False,False,False
4433,True,True,True
4434,True,True,True
4435,False,True,False
4436,False,False,False
4437,True,False,False
4438,False,True,False
4439,False,True,True
4440,False,True,False
4441,False,True,True
4442,False,True,False
4443,True,False,False
4444,False,False,False
4445,True,False,False
4446,False,True,True
4447,False,True,True
4448,False,True,False
4449,True,True,True
4450,False,True,False
4451,False,False,False
4452,True,True,False
4453,True,True,True
4454,False,False,False
4455,False,False,True
4456,False,False,False
4457,False,True,True
4458,True,True,False
4459,False,False,True
4460,True,True,False
4461,False,True,True
4462,False,False,False
4463,False,False,False
4464,False,True,False
4465,False,True,False
4466,True,True,False
4467,True,True,False
4468,True,True,True
4469,True,True,False
4470,True,True,True
4471,False,True,False
4472,True,True,False
4473,True,False,True
4474,True,True,False
4475,False,False,False
4476,True,True,True
4477,False,False,False
4478,False,False,False
4479,False,True,False
4480,False,True,False
4481,False,True,False
4482,True,False,False
4483,False,True,False
4484,False,False,False
4485,False,True,False
4486,True,True,True
4487,True,False,False
4488,False,False,False
4489,False,True,True
4490,True,False,True
4491,True,False,False
4492,False,True,False
4493,True,False,False
4494,False,True,False
4495,True,True,True
4496,True,True,False
4497,False,False,False
4498,False,False,False
4499,True,True,True
4500,False,True,True
4501,False,True,False
4502,True,False,False
4503,False,True,False
4504,True,False,True
4505,True,True,True
4506,True,False,False
4507,False,True,False
4508,False,False,False
4509,True,True,True
4510,True,True,False
4511,False,True,False
4512,False,True,False
4513,False,False,True
4514,False,False,True
4515,False,True,False
4516,True,True,True
4517,True,False,False
4518,True,False,False
4519,False,False,False
4520,True,False,False
4521,True,False,True
4522,False,False,False
4523,False,False,False
4524,False,False,False
4525,True,False,False
4526,False,True,False
4527,False,False,False
4528,False,False,False
4529,False,True,False
4530,True,True,False
4531,False,False,False
4532,False,True,False
4533,False,True,True
4534,False,False,False
4535,False,False,True
4536,True,True,True
4537,False,True,False
4538,False,False,True
4539,False,True,True
4540,False,False,True
4541,False,True,False
4542,False,True,False
4543,False,False,False
4544,True,False,False
4545,False,True,True
4546,False,True,False
4547,False,False,False
4548,False,False,False
4549,True,False,True
4550,False,True,True
4551,False,False,False
4552,True,True,True
4553,True,True,False
4554,True,False,False
4555,True,False,False
4556,True,True,True
4557,True,True,False
4558,False,True,False
4559,False,False,False
4560,False,False,True
4561,False,True,False
4562,False,False,True
4563,False,False,False
4564,False,False,False
4565,True,True,True
4566,False,False,True
4567,True,True,False
4568,True,False,True
4569,True,False,False
4570,False,False,False
4571,False,True,False
4572,False,True,False
4573,True,False,False
4574,True,False,False
4575,False,True,False
4576,False,True,False
4577,False,True,False
4578,False,True,False
4579,True,True,False
4580,False,True,False
4581,True,True,False
4582,False,False,False
4583,True,False,False
4584,True,False,False
4585,False,True,False
4586,False,True,False
4587,True,True,False
4588,True,False,True
4589,False,True,False
4590,False,False,False
4591,False,False,False
4592,True,False,False
4593,False,True,False
4594,True,False,False
4595,False,True,False
4596,False,True,False
4597,True,True,False
4598,False,False,True
4599,True,False,True
4600,False,True,False
4601,True,False,False
4602,False,True,False
4603,False,True,False
4604,True,True,True
4605,False,False,False
4606,False,True,False
4607,True,False,False
4608,False,False,False
4609,False,True,True
4610,True,True,False
4611,False,True,False
4612,False,False,False
4613,True,False,False
4614,True,False,False
4615,False,False,False
4616,False,False,False
4617,False,False,False
4618,True,True,True
4619,False,False,True
4620,True,False,False
4621,True,False,False
4622,False,True,False
4623,True,True,False
4624,True,True,True
4625,False,False,False
4626,True,True,False
4627,False,True,False
4628,False,True,True
4629,True,True,False
4630,False,True,False
4631,False,True,False
4632,True,False,False
4633,False,True,False
4634,False,True,False
4635,False,True,True
4636,False,True,False
4637,True,True,True
4638,True,False,False
4639,True,False,False
4640,True,False,False
4641,False,True,False
4642,True,False,False
4643,True,False,False
4644,False,True,False
4645,False,False,False
4646,True,False,False
4647,False,True,True
4648,True,False,True
4649,True,True,False
4650,True,True,True
4651,False,True,True
4652,True,True,False
4653,True,True,True
4654,True,False,False
4655,True,True,True
4656,True,True,False
4657,True,True,True
4658,True,False,False
4659,True,False,False
4660,False,False,True
4661,True,False,True
4662,True,True,False
4663,False,False,False
4664,True,False,False
4665,True,True,False
4666,True,False,False
4667,True,True,False
4668,True,False,False
4669,True,True,False
4670,True,True,True
4671,False,True,True
4672,False,False,False
4673,False,True,False
4674,False,False,False
4675,True,False,False
4676,True,True,True
4677,False,False,False
4678,False,True,False
4679,True,False,True
4680,True,False,False
4681,False,False,False
4682,True,True,False
4683,False,True,False
4684,False,False,False
4685,False,True,False
4686,False,True,False
4687,False,True,True
4688,True,True,True
4689,False,True,False
4690,False,False,False
4691,True,False,False
4692,True,False,False
4693,False,True,False
4694,True,False,False
4695,False,True,False
4696,True,True,True
4697,False,False,False
4698,False,False,True
4699,False,False,False
4700,False,True,False
4701,True,False,False
4702,True,False,False
4703,False,True,False
4704,False,True,False
4705,True,False,False
4706,False,True,False
4707,True,True,True
4708,True,True,True
4709,True,True,True
4710,False,True,False
4711,True,False,False
4712,False,False,True
4713,True,False,False
4714,True,False,False
4715,False,True,False
4716,False,True,False
4717,False,False,True
4718,True,False,False
4719,True,False,False
4720,False,True,False
4721,True,False,False
4722,True,True,False
4723,False,True,False
4724,True,False,False
4725,False,True,False
4726,True,False,False
4727,True,False,False
4728,True,False,False
4729,True,False,False
4730,False,False,False
4731,True,True,False
4732,False,False,True
4733,True,True,True
4734,False,True,False
4735,True,False,False
4736,True,True,False
4737,False,False,False
4738,True,False,False
4739,False,True,False
4740,False,True,False
4741,True,True,False
4742,False,True,False
4743,True,False,False
4744,True,False,False
4745,True,False,False
4746,False,True,False
4747,False,False,False
4748,False,False,True
4749,False,True,False
4750,True,False,False
4751,True,False,False
4752,True,False,False
4753,False,False,True
4754,True,True,False
4755,True,True,True
4756,True,False,False
4757,False,True,False
4758,False,True,False
4759,True,False,True
4760,True,False,False
4761,True,True,False
4762,True,False,False
4763,True,True,False
4764,True,False,False
4765,True,False,False
4766,False,True,False
4767,False,True,False
4768,False,False,False
4769,False,False,False
4770,False,True,False
4771,False,False,False
4772,True,True,True
4773,False,True,True
4774,False,False,False
4775,True,True,True
4776,True,True,False
4777,False,True,False
4778,True,True,True
4779,True,True,False
4780,True,False,True
4781,True,False,False
4782,True,True,False
4783,True,False,False
4784,False,False,False
4785,True,True,False
4786,False,True,True
4787,False,True,False
4788,True,False,True
4789,False,False,False
4790,False,True,False
4791,True,True,False
4792,False,True,False
4793,True,True,False
4794,False,True,True
4795,False,True,False
4796,False,True,False
4797,False,True,False
4798,False,True,False
4799,True,True,False
4800,False,False,False
4801,False,True,False
4802,True,False,False
4803,True,False,False
4804,True,True,False
4805,True,True,True
4806,False,True,False
4807,False,True,True
4808,True,True,True
4809,True,False,False
4810,False,True,False
4811,False,True,False
4812,False,True,False
4813,True,True,False
4814,False,True,False
4815,False,True,False
4816,True,False,False
4817,False,True,False
4818,False,False,False
4819,True,True,False
4820,False,True,False
4821,False,True,False
4822,True,True,False
4823,True,True,False
4824,False,True,True
4825,False,False,False
4826,False,False,False
4827,False,True,False
4828,False,True,False
4829,True,False,False
4830,False,False,True
4831,True,False,True
4832,True,True,True
4833,True,False,True
4834,False,False,False
4835,False,True,False
4836,False,True,True
4837,False,True,False
4838,True,True,False
4839,False,False,False
4840,False,True,False
4841,False,True,True
4842,False,True,False
4843,False,True,False
4844,False,False,True
4845,True,True,False
4846,True,True,False
4847,True,True,False
4848,False,False,False
4849,True,True,False
4850,False,False,False
4851,False,False,False
4852,False,True,False
4853,False,False,False
4854,False,True,True
4855,False,True,False
4856,False,False,True
4857,False,True,False
4858,False,True,False
4859,True,False,False
4860,True,False,True
4861,False,True,True
4862,True,True,False
4863,True,False,False
4864,True,False,False
4865,False,False,False
4866,True,True,False
4867,True,True,False
4868,False,False,False
4869,True,True,False
4870,False,True,False
4871,True,True,False
4872,False,True,False
4873,True,False,False
4874,True,True,False
4875,False,False,True
4876,True,False,False
4877,False,False,False
4878,True,False,False
4879,False,False,False
4880,True,False,False
4881,True,True,False
4882,True,False,True
4883,True,False,False
4884,False,False,False
4885,False,False,False
4886,True,False,False
4887,True,True,False
4888,True,True,True
4889,True,False,False
4890,False,False,False
4891,False,False,False
4892,False,True,False
4893,False,False,False
4894,False,True,False
4895,False,False,False
4896,True,True,False
4897,False,False,False
4898,False,False,False
4899,False,False,False
4900,False,False,False
4901,False,False,False
4902,False,False,False
4903,True,False,False
4904,False,False,False
4905,False,False,False
4906,False,False,False
4907,False,False,False
4908,False,False,False
4909,False,False,False
4910,False,False,False
4911,False,True,False
4912,False,True,False
4913,False,True,True
4914,False,False,False
4915,False,True,False
4916,False,False,False
4917,False,True,False
4918,False,True,True
4919,False,False,False
4920,False,True,False
4921,False,True,False
4922,False,True,True
4923,False,False,False
4924,False,False,False
4925,False,False,False
4926,False,True,False
4927,False,False,False
4928,False,True,False
4929,False,False,False
4930,False,False,False
4931,False,True,True
4932,False,True,False
4933,False,True,False
4934,False,False,False
4935,False,False,False
4936,False,False,False
4937,False,False,False
4938,False,False,True
4939,False,True,False
4940,False,False,False
4941,False,True,False
4942,False,False,False
4943,False,False,False
4944,False,True,False
4945,False,False,False
4946,False,True,False
4947,False,True,False
4948,True,True,False
4949,False,False,False
4950,True,False,False
4951,False,False,False
4952,False,False,False
4953,False,True,False
4954,False,False,False
4955,False,True,False
4956,False,False,False
4957,False,True,False
4958,False,False,False
4959,False,True,False
4960,False,True,False
4961,False,False,False
4962,False,True,False
4963,False,False,False
4964,True,False,False
4965,False,False,False
4966,False,False,False
4967,False,False,False
4968,False,False,False
4969,False,False,False
4970,False,False,False
4971,False,False,False
4972,False,False,False
4973,False,False,False
4974,True,True,False
4975,False,True,False
4976,False,True,False
4977,False,True,False
4978,False,False,False
4979,False,True,False
4980,False,True,False
4981,False,False,False
4982,False,False,False
4983,False,False,False
4984,False,False,False
4985,False,True,True
4986,False,False,False
4987,False,True,False
4988,True,True,True
4989,False,False,False
4990,False,False,False
4991,True,False,False
4992,False,False,False
4993,False,True,False
4994,False,False,False
4995,False,False,False
4996,False,True,False
4997,False,False,False
4998,False,False,False
4999,False,True,False
5000,True,True,True
5001,False,True,False
5002,False,False,False
5003,False,False,True
5004,False,False,False
5005,False,True,True
5006,False,False,False
5007,False,True,False
5008,False,False,False
5009,False,True,False
5010,False,False,True
5011,False,False,False
5012,False,False,False
5013,False,True,True
5014,False,False,True
5015,False,False,False
5016,False,False,False
5017,False,False,False
5018,False,True,False
5019,False,False,False
5020,False,False,False
5021,False,False,False
5022,False,True,True
5023,False,False,False
5024,True,False,False
5025,False,True,True
5026,False,False,False
5027,False,False,False
5028,False,True,False
5029,True,False,False
5030,False,False,False
5031,False,False,False
5032,False,False,False
5033,False,False,False
5034,False,False,False
5035,False,True,False
5036,False,False,False
5037,False,False,False
5038,False,True,False
5039,False,False,False
5040,False,True,False
5041,False,False,False
5042,False,False,False
5043,False,True,False
5044,False,True,False
5045,False,True,False
5046,False,True,False
5047,False,True,False
5048,True,False,False
5049,False,True,False
5050,False,False,False
5051,False,True,False
5052,False,False,False
5053,False,False,False
5054,False,True,True
5055,False,True,True
5056,False,False,False
5057,False,True,False
5058,False,False,False
5059,False,False,False
5060,False,True,False
5061,True,False,True
5062,False,True,False
5063,False,True,False
5064,False,True,True
5065,False,False,False
5066,False,False,False
5067,False,False,False
5068,False,True,False
5069,False,False,False
5070,False,True,False
5071,False,False,False
5072,False,False,False
5073,False,True,False
5074,False,False,False
5075,False,True,False
5076,False,True,False
5077,False,False,False
5078,False,False,False
5079,False,False,False
5080,False,True,False
5081,False,False,False
5082,False,False,False
5083,False,True,True
5084,False,False,False
5085,False,False,False
5086,False,False,False
5087,False,False,False
5088,False,False,False
5089,False,True,False
5090,False,True,False
5091,False,False,False
5092,False,False,False
5093,False,False,False
5094,False,True,False
5095,False,False,False
5096,False,False,False
5097,False,True,False
5098,False,False,False
5099,False,True,False
5100,False,False,False
5101,False,True,False
5102,False,False,False
5103,False,True,False
5104,False,False,False
5105,False,False,False
5106,False,True,False
5107,False,False,False
5108,False,True,False
5109,False,False,False
5110,True,True,False
5111,False,True,False
5112,False,False,False
5113,False,True,False
5114,False,True,False
5115,False,False,False
5116,False,True,True
5117,False,False,False
5118,False,True,False
5119,False,False,False
5120,False,True,False
5121,False,True,True
5122,False,True,True
5123,False,True,True
5124,False,True,False
5125,False,False,False
5126,False,True,True
5127,False,True,False
5128,False,False,False
5129,True,False,False
5130,False,False,False
5131,False,True,False
5132,True,True,True
5133,False,False,True
5134,False,True,False
5135,False,True,False
5136,False,True,False
5137,False,False,False
5138,False,False,False
5139,False,True,False
5140,False,False,False
5141,False,False,False
5142,False,True,False
5143,False,True,False
5144,False,False,True
5145,False,True,False
5146,False,False,False
5147,False,False,False
5148,False,True,False
5149,False,False,False
5150,False,False,False
5151,False,False,False
5152,True,True,True
5153,False,True,False
5154,False,True,False
5155,False,True,False
5156,False,False,False
5157,False,True,False
5158,False,False,False
5159,False,True,False
5160,False,False,False
5161,False,True,False
5162,False,True,True
5163,False,False,False
5164,False,True,False
5165,False,False,False
5166,False,True,True
5167,False,False,False
5168,False,True,False
5169,False,False,False
5170,True,True,True
5171,False,True,False
5172,False,False,False
5173,False,False,False
5174,False,True,True
5175,False,True,False
5176,False,False,True
5177,True,True,False
5178,False,False,False
5179,True,True,False
5180,False,False,False
5181,False,True,False
5182,False,False,False
5183,False,False,False
5184,False,True,False
5185,False,True,False
5186,False,False,True
5187,False,True,False
5188,False,True,False
5189,False,False,False
5190,False,True,True
5191,False,True,False
5192,False,True,False
5193,False,False,False
5194,False,True,False
5195,False,True,False
5196,False,False,True
5197,False,False,False
5198,False,True,False
5199,False,False,False
5200,False,True,True
5201,False,False,False
5202,False,False,False
5203,False,False,False
5204,False,False,False
5205,True,True,False
5206,False,True,False
5207,False,True,False
5208,False,False,False
5209,False,False,False
5210,False,False,False
5211,False,False,False
5212,False,False,False
5213,False,False,False
5214,False,True,False
5215,False,False,False
5216,False,True,False
5217,False,False,False
5218,False,False,False
5219,False,False,False
5220,False,False,True
5221,False,True,False
5222,False,False,False
5223,False,False,False
5224,False,False,False
5225,False,False,True
5226,False,False,False
5227,False,True,False
5228,False,True,False
5229,False,False,False
5230,False,False,True
5231,True,False,False
5232,False,True,True
5233,False,False,False
5234,False,False,False
5235,False,False,True
5236,False,True,False
5237,False,True,False
5238,False,True,False
5239,False,True,False
5240,False,True,False
5241,False,False,False
5242,False,True,False
5243,False,False,False
5244,False,False,False
5245,False,True,True
5246,False,True,False
5247,False,True,False
5248,False,False,False
5249,False,True,False
5250,False,False,False
5251,False,True,True
5252,True,False,True
5253,False,True,False
5254,False,False,False
5255,False,False,False
5256,False,True,False
5257,False,True,False
5258,False,False,False
5259,False,True,False
5260,False,True,False
5261,False,False,False
5262,False,True,False
5263,False,True,False
5264,False,False,False
5265,False,False,False
5266,False,False,False
5267,False,False,False
5268,False,False,False
5269,False,False,False
5270,False,True,False
5271,False,True,True
5272,False,False,False
5273,False,True,False
5274,False,True,False
5275,False,True,True
5276,False,True,False
5277,False,False,False
5278,False,True,False
5279,False,False,False
5280,True,True,True
5281,False,False,False
5282,False,False,False
5283,False,True,False
5284,True,True,True
5285,False,False,False
5286,False,False,False
5287,False,True,False
5288,False,True,True
5289,False,False,False
5290,False,False,True
5291,False,False,False
5292,False,True,False
5293,False,False,False
5294,False,False,False
5295,False,True,True
5296,False,False,False
5297,False,False,False
5298,False,True,False
5299,False,False,False
5300,True,True,True
5301,False,False,False
5302,False,False,False
5303,False,False,False
5304,True,True,True
5305,False,False,False
5306,False,False,False
5307,False,True,True
5308,False,False,False
5309,False,True,False
5310,False,True,False
5311,False,False,False
5312,False,True,False
5313,False,False,False
5314,False,True,False
5315,True,True,True
5316,False,True,False
5317,False,True,True
5318,False,True,False
5319,False,True,False
5320,False,True,False
5321,False,True,False
5322,False,False,True
5323,False,True,True
5324,False,False,False
5325,False,False,False
5326,False,False,False
5327,False,False,False
5328,False,True,False
5329,False,True,True
5330,True,True,False
5331,False,True,False
5332,False,True,False
5333,False,True,False
5334,False,False,False
5335,False,True,False
5336,False,True,False
5337,True,False,True
5338,False,True,False
5339,False,False,False
5340,False,True,False
5341,False,False,False
5342,False,True,False
5343,False,True,True
5344,True,False,False
5345,False,False,False
5346,True,True,False
5347,False,True,False
5348,False,False,False
5349,False,True,False
5350,False,False,False
5351,True,True,True
5352,False,False,False
5353,False,True,True
5354,False,True,False
5355,False,True,True
5356,False,True,False
5357,False,True,False
5358,False,False,True
5359,True,False,False
5360,True,True,True
5361,False,True,True
5362,False,True,False
5363,False,True,False
5364,True,True,True
5365,False,True,False
5366,False,True,True
5367,False,True,True
5368,False,False,False
5369,False,True,False
5370,True,True,False
5371,False,True,False
5372,False,True,True
5373,True,True,True
5374,False,True,False
5375,False,True,False
5376,False,False,False
5377,False,True,False
5378,False,False,False
5379,False,True,False
5380,False,True,False
5381,False,True,True
5382,False,False,False
5383,False,True,False
5384,False,False,False
5385,True,False,False
5386,False,True,False
5387,False,False,False
5388,False,True,False
5389,False,True,True
5390,False,True,False
5391,False,False,True
5392,False,True,True
5393,False,False,False
5394,False,True,False
5395,False,True,False
5396,True,True,True
5397,False,False,False
5398,False,True,False
5399,True,True,True
5400,False,False,False
5401,False,False,False
5402,False,True,True
5403,False,True,False
5404,False,False,False
5405,False,True,False
5406,False,False,False
5407,False,False,True
5408,False,True,True
5409,False,True,False
5410,False,True,True
5411,False,True,False
5412,False,True,False
5413,True,True,True
5414,False,True,True
5415,True,False,False
5416,False,False,False
5417,False,True,False
5418,False,True,False
5419,False,False,False
5420,True,True,False
5421,False,True,False
5422,False,True,False
5423,True,True,False
5424,False,False,True
5425,False,True,False
5426,False,False,False
5427,False,True,True
5428,False,True,False
5429,False,False,False
5430,False,True,False
5431,False,True,False
5432,False,True,False
5433,False,False,False
5434,False,False,False
5435,False,False,False
5436,False,False,True
5437,False,True,False
5438,False,True,False
5439,False,True,False
5440,True,True,True
5441,False,True,False
5442,False,False,False
5443,False,False,False
5444,False,False,False
5445,False,False,False
5446,False,False,False
5447,False,True,False
5448,True,False,False
5449,False,False,False
5450,False,False,False
5451,False,False,False
5452,False,False,False
5453,False,False,False
5454,False,False,False
5455,True,True,False
5456,False,True,False
5457,True,True,False
5458,False,False,False
5459,False,False,False
5460,False,False,False
5461,False,False,False
5462,False,False,False
5463,True,False,True
5464,False,True,False
5465,False,False,False
5466,False,False,False
5467,False,True,False
5468,False,False,True
5469,False,True,False
5470,False,True,True
5471,False,False,True
5472,False,True,True
5473,False,True,False
5474,False,False,True
5475,False,False,False
5476,False,True,False
5477,False,False,True
5478,True,True,True
5479,False,False,False
5480,False,False,False
5481,False,False,False
5482,False,False,False
5483,True,True,True
5484,False,False,True
5485,False,False,False
5486,False,True,False
5487,True,True,True
5488,False,True,False
5489,False,False,False
5490,False,False,True
5491,False,False,False
5492,False,True,True
5493,False,True,False
5494,False,True,False
5495,True,False,False
5496,False,False,True
5497,False,False,False
5498,False,False,False
5499,False,False,True
5500,False,False,False
5501,False,True,False
5502,False,True,False
5503,False,False,False
5504,False,False,False
5505,False,True,False
5506,False,True,False
5507,True,False,True
5508,False,False,False
5509,False,True,False
5510,False,False,False
5511,False,True,True
5512,False,True,False
5513,False,True,True
5514,False,False,False
5515,False,True,True
5516,False,False,False
5517,False,False,False
5518,False,True,False
5519,False,False,False
5520,False,True,False
5521,True,False,True
5522,False,False,False
5523,False,False,False
5524,False,False,False
5525,False,False,False
5526,False,True,True
5527,False,False,False
5528,False,False,True
5529,False,False,False
5530,False,True,True
5531,False,False,False
5532,False,False,True
5533,False,False,False
5534,False,False,False
5535,False,True,False
5536,True,False,True
5537,False,False,False
5538,False,True,False
5539,False,False,False
5540,False,False,False
5541,False,False,False
5542,False,True,False
5543,False,False,False
5544,False,False,True
5545,False,False,False
5546,False,False,False
5547,False,True,False
5548,False,True,True
5549,False,False,True
5550,False,True,True
5551,False,True,False
5552,False,True,False
5553,False,False,True
5554,False,True,False
5555,False,False,False
5556,False,False,True
5557,False,False,True
5558,True,False,True
5559,False,True,True
5560,False,True,False
5561,True,True,True
5562,False,False,False
5563,False,True,False
5564,False,False,True
5565,False,True,False
5566,False,True,True
5567,False,False,False
5568,False,False,False
5569,False,False,True
5570,False,True,False
5571,False,False,False
5572,False,True,False
5573,False,False,False
5574,True,False,True
5575,False,True,False
5576,False,False,False
5577,False,False,True
5578,False,False,True
5579,False,True,False
5580,False,False,False
5581,False,False,False
5582,True,False,False
5583,False,False,False
5584,True,False,True
5585,False,True,False
5586,False,False,True
5587,False,False,False
5588,False,False,True
5589,False,False,True
5590,False,False,False
5591,True,True,True
5592,False,False,False
5593,False,False,True
5594,False,False,True
5595,False,False,True
5596,False,False,False
5597,False,True,True
5598,False,False,False
